stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,San Miguel County,4,County,113,2016,3,Monthly,11,0,0,2015,4491,4260,231,5.1
CO,Colorado,8,San Miguel County,4,County,113,2016,3,Monthly,12,0,0,2017,5683,5547,136,2.4
CO,Colorado,8,San Miguel County,4,County,113,2016,3,Monthly,12,0,1,2015,5690,5556,134,2.4
CO,Colorado,8,San Miguel County,4,County,113,2017,1,Annual,0,0,0,2016,5349,5202,147,2.7
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,1,0,0,2016,5774,5659,115,2
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,2,0,0,2016,5795,5680,115,2
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,3,0,0,2016,5805,5704,101,1.7
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,4,0,0,2016,5072,4849,223,4.4
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,5,0,0,2016,4388,4138,250,5.7
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,6,0,0,2016,5369,5251,118,2.2
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,7,0,0,2016,5534,5437,97,1.8
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,8,0,0,2016,5512,5417,95,1.7
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,9,0,0,2016,5438,5344,94,1.7
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,10,0,0,2016,5037,4913,124,2.5
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,11,0,0,2016,4690,4419,271,5.8
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,12,0,0,2017,5942,5770,172,2.9
CO,Colorado,8,San Miguel County,4,County,113,2017,3,Monthly,12,0,1,2016,5771,5615,156,2.7
CO,Colorado,8,San Miguel County,4,County,113,2018,1,Annual,0,0,0,2017,5520,5326,194,3.5
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,1,0,0,2017,5812,5701,111,1.9
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,2,0,0,2017,5914,5789,125,2.1
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,3,0,0,2017,5869,5753,116,2
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,4,0,0,2017,5385,5225,160,3
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,5,0,0,2017,4539,4155,384,8.5
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,6,0,0,2017,5506,5317,189,3.4
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,7,0,0,2017,5831,5685,146,2.5
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,8,0,0,2017,5668,5529,139,2.5
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,9,0,0,2017,5550,5418,132,2.4
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,10,0,0,2017,5184,5007,177,3.4
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,11,0,0,2017,4978,4568,410,8.2
CO,Colorado,8,San Miguel County,4,County,113,2018,3,Monthly,12,0,1,2017,6008,5764,244,4.1
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,1,0,0,2018,5958,5779,179,3
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,2,0,0,2018,5998,5855,143,2.4
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,2,0,1,2018,6014,5871,143,2.4
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,3,0,0,2018,6003,5886,117,1.9
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,3,0,1,2018,5973,5856,117,2
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,4,0,0,2018,5481,5342,139,2.5
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,4,0,1,2018,5512,5373,139,2.5
CO,Colorado,8,San Miguel County,4,County,113,2019,3,Monthly,5,0,1,2018,4606,4258,348,7.6
CO,Colorado,8,Sedgwick County,4,County,115,1990,1,Annual,0,0,0,2014,1276,1253,23,1.8
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,1,0,0,2014,1195,1160,35,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,2,0,0,2014,1243,1206,37,3
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,3,0,0,2014,1294,1258,36,2.8
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,4,0,0,2014,1338,1302,36,2.7
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,5,0,0,2014,1342,1321,21,1.6
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,6,0,0,2014,1412,1400,12,0.8
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,7,0,0,2014,1337,1331,6,0.4
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,8,0,0,2014,1299,1281,18,1.4
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,9,0,0,2014,1273,1259,14,1.1
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,10,0,0,2014,1198,1186,12,1
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,11,0,0,2014,1176,1155,21,1.8
CO,Colorado,8,Sedgwick County,4,County,115,1990,3,Monthly,12,0,0,2014,1204,1179,25,2.1
CO,Colorado,8,Sedgwick County,4,County,115,1991,1,Annual,0,0,0,2014,1236,1195,41,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,1,0,0,2014,1163,1107,56,4.8
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,2,0,0,2014,1194,1137,57,4.8
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,3,0,0,2014,1210,1167,43,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,4,0,0,2014,1313,1273,40,3
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,5,0,0,2014,1319,1288,31,2.4
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,6,0,0,2014,1367,1318,49,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,7,0,0,2014,1341,1291,50,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,8,0,0,2014,1258,1213,45,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,9,0,0,2014,1219,1184,35,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,10,0,0,2014,1196,1165,31,2.6
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,11,0,0,2014,1162,1130,32,2.8
CO,Colorado,8,Sedgwick County,4,County,115,1991,3,Monthly,12,0,0,2014,1094,1067,27,2.5
CO,Colorado,8,Sedgwick County,4,County,115,1992,1,Annual,0,0,0,2014,1197,1149,48,4
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,1,0,0,2014,1145,1097,48,4.2
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,2,0,0,2014,1114,1069,45,4
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,3,0,0,2014,1147,1102,45,3.9
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,4,0,0,2014,1193,1145,48,4
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,5,0,0,2014,1254,1193,61,4.9
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,6,0,0,2014,1324,1247,77,5.8
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,7,0,0,2014,1297,1244,53,4.1
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,8,0,0,2014,1293,1245,48,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,9,0,0,2014,1196,1161,35,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,10,0,0,2014,1128,1095,33,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,11,0,0,2014,1125,1090,35,3.1
CO,Colorado,8,Sedgwick County,4,County,115,1992,3,Monthly,12,0,0,2014,1147,1102,45,3.9
CO,Colorado,8,Sedgwick County,4,County,115,1993,1,Annual,0,0,0,2014,1207,1157,50,4.1
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,1,0,0,2014,1122,1079,43,3.8
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,2,0,0,2014,1136,1086,50,4.4
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,3,0,0,2014,1155,1097,58,5
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,4,0,0,2014,1130,1074,56,5
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,5,0,0,2014,1189,1142,47,4
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,6,0,0,2014,1275,1216,59,4.6
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,7,0,0,2014,1278,1222,56,4.4
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,8,0,0,2014,1295,1243,52,4
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,9,0,0,2014,1272,1216,56,4.4
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,10,0,0,2014,1248,1208,40,3.2
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,11,0,0,2014,1201,1166,35,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1993,3,Monthly,12,0,0,2014,1185,1134,51,4.3
CO,Colorado,8,Sedgwick County,4,County,115,1994,1,Annual,0,0,0,2014,1195,1147,48,4
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,1,0,0,2014,1080,1009,71,6.6
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,2,0,0,2014,1099,1037,62,5.6
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,3,0,0,2014,1072,1018,54,5
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,4,0,0,2014,1101,1061,40,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,5,0,0,2014,1195,1148,47,3.9
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,6,0,0,2014,1208,1160,48,4
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,7,0,0,2014,1314,1277,37,2.8
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,8,0,0,2014,1290,1252,38,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,9,0,0,2014,1267,1229,38,3
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,10,0,0,2014,1258,1211,47,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,11,0,0,2014,1263,1214,49,3.9
CO,Colorado,8,Sedgwick County,4,County,115,1994,3,Monthly,12,0,0,2014,1193,1145,48,4
CO,Colorado,8,Sedgwick County,4,County,115,1995,1,Annual,0,0,0,2014,1241,1200,41,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,1,0,0,2014,1159,1107,52,4.5
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,2,0,0,2014,1215,1154,61,5
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,3,0,0,2014,1224,1177,47,3.8
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,4,0,0,2014,1218,1171,47,3.9
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,5,0,0,2014,1311,1261,50,3.8
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,6,0,0,2014,1342,1298,44,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,7,0,0,2014,1348,1305,43,3.2
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,8,0,0,2014,1277,1244,33,2.6
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,9,0,0,2014,1197,1166,31,2.6
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,10,0,0,2014,1216,1191,25,2.1
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,11,0,0,2014,1201,1178,23,1.9
CO,Colorado,8,Sedgwick County,4,County,115,1995,3,Monthly,12,0,0,2014,1184,1151,33,2.8
CO,Colorado,8,Sedgwick County,4,County,115,1996,1,Annual,0,0,0,2014,1229,1182,47,3.8
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,1,0,0,2014,1229,1166,63,5.1
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,2,0,0,2014,1241,1169,72,5.8
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,3,0,0,2014,1204,1152,52,4.3
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,4,0,0,2014,1220,1181,39,3.2
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,5,0,0,2014,1271,1229,42,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,6,0,0,2014,1291,1245,46,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,7,0,0,2014,1276,1228,48,3.8
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,8,0,0,2014,1251,1210,41,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,9,0,0,2014,1208,1165,43,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,10,0,0,2014,1222,1182,40,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,11,0,0,2014,1176,1134,42,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1996,3,Monthly,12,0,0,2014,1158,1120,38,3.3
CO,Colorado,8,Sedgwick County,4,County,115,1997,1,Annual,0,0,0,2014,1277,1245,32,2.5
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,1,0,0,2014,1198,1149,49,4.1
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,2,0,0,2014,1210,1156,54,4.5
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,3,0,0,2014,1219,1183,36,3
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,4,0,0,2014,1238,1210,28,2.3
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,5,0,0,2014,1322,1292,30,2.3
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,6,0,0,2014,1368,1329,39,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,7,0,0,2014,1338,1302,36,2.7
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,8,0,0,2014,1341,1320,21,1.6
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,9,0,0,2014,1330,1312,18,1.4
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,10,0,0,2014,1300,1282,18,1.4
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,11,0,0,2014,1212,1190,22,1.8
CO,Colorado,8,Sedgwick County,4,County,115,1997,3,Monthly,12,0,0,2014,1252,1218,34,2.7
CO,Colorado,8,Sedgwick County,4,County,115,1998,1,Annual,0,0,0,2014,1300,1252,48,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,1,0,0,2014,1300,1238,62,4.8
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,2,0,0,2014,1262,1206,56,4.4
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,3,0,0,2014,1312,1253,59,4.5
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,4,0,0,2014,1269,1218,51,4
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,5,0,0,2014,1274,1236,38,3
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,6,0,0,2014,1337,1291,46,3.4
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,7,0,0,2014,1363,1313,50,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,8,0,0,2014,1503,1443,60,4
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,9,0,0,2014,1299,1257,42,3.2
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,10,0,0,2014,1259,1222,37,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,11,0,0,2014,1245,1203,42,3.4
CO,Colorado,8,Sedgwick County,4,County,115,1998,3,Monthly,12,0,0,2014,1179,1142,37,3.1
CO,Colorado,8,Sedgwick County,4,County,115,1999,1,Annual,0,0,0,2014,1233,1201,32,2.6
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,1,0,0,2014,1215,1165,50,4.1
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,2,0,0,2014,1211,1167,44,3.6
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,3,0,0,2014,1254,1207,47,3.7
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,4,0,0,2014,1336,1300,36,2.7
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,5,0,0,2014,1336,1304,32,2.4
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,6,0,0,2014,1334,1295,39,2.9
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,7,0,0,2014,1312,1279,33,2.5
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,8,0,0,2014,1226,1195,31,2.5
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,9,0,0,2014,1111,1097,14,1.3
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,10,0,0,2014,1168,1152,16,1.4
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,11,0,0,2014,1207,1186,21,1.7
CO,Colorado,8,Sedgwick County,4,County,115,1999,3,Monthly,12,0,0,2014,1088,1066,22,2
CO,Colorado,8,Sedgwick County,4,County,115,2000,1,Annual,0,0,0,2014,1399,1361,38,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,1,0,0,2014,1301,1261,40,3.1
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,2,0,0,2014,1337,1297,40,3
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,3,0,0,2014,1351,1311,40,3
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,4,0,0,2014,1400,1367,33,2.4
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,5,0,0,2014,1444,1412,32,2.2
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,6,0,0,2014,1450,1411,39,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,7,0,0,2014,1485,1444,41,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,8,0,0,2014,1463,1429,34,2.3
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,9,0,0,2014,1395,1356,39,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,10,0,0,2014,1455,1421,34,2.3
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,11,0,0,2014,1374,1333,41,3
CO,Colorado,8,Sedgwick County,4,County,115,2000,3,Monthly,12,0,0,2014,1332,1292,40,3
CO,Colorado,8,Sedgwick County,4,County,115,2001,1,Annual,0,0,0,2014,1545,1501,44,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,1,0,0,2014,1293,1251,42,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,2,0,0,2014,1395,1352,43,3.1
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,3,0,0,2014,1400,1350,50,3.6
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,4,0,0,2014,1417,1380,37,2.6
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,5,0,0,2014,1498,1462,36,2.4
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,6,0,0,2014,1454,1412,42,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,7,0,0,2014,1453,1411,42,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,8,0,0,2014,1724,1683,41,2.4
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,9,0,0,2014,1822,1779,43,2.4
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,10,0,0,2014,1729,1682,47,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,11,0,0,2014,1708,1658,50,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2001,3,Monthly,12,0,0,2014,1639,1587,52,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2002,1,Annual,0,0,0,2014,1638,1582,56,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,1,0,0,2014,1668,1608,60,3.6
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,2,0,0,2014,1640,1579,61,3.7
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,3,0,0,2014,1540,1482,58,3.8
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,4,0,0,2014,1549,1497,52,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,5,0,0,2014,1645,1598,47,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,6,0,0,2014,1752,1702,50,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,7,0,0,2014,1651,1595,56,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,8,0,0,2014,1676,1622,54,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,9,0,0,2014,1617,1561,56,3.5
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,10,0,0,2014,1658,1604,54,3.3
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,11,0,0,2014,1582,1523,59,3.7
CO,Colorado,8,Sedgwick County,4,County,115,2002,3,Monthly,12,0,0,2014,1683,1618,65,3.9
CO,Colorado,8,Sedgwick County,4,County,115,2003,1,Annual,0,0,0,2014,1516,1451,65,4.3
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,1,0,0,2014,1650,1576,74,4.5
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,2,0,0,2014,1492,1420,72,4.8
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,3,0,0,2014,1403,1339,64,4.6
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,4,0,0,2014,1444,1383,61,4.2
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,5,0,0,2014,1449,1386,63,4.3
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,6,0,0,2014,1634,1567,67,4.1
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,7,0,0,2014,1672,1603,69,4.1
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,8,0,0,2014,1561,1498,63,4
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,9,0,0,2014,1565,1508,57,3.6
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,10,0,0,2014,1531,1472,59,3.9
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,11,0,0,2014,1415,1355,60,4.2
CO,Colorado,8,Sedgwick County,4,County,115,2003,3,Monthly,12,0,0,2014,1372,1306,66,4.8
CO,Colorado,8,Sedgwick County,4,County,115,2004,1,Annual,0,0,0,2014,1581,1530,51,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,1,0,0,2014,1601,1533,68,4.2
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,2,0,0,2014,1561,1498,63,4
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,3,0,0,2014,1650,1592,58,3.5
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,4,0,0,2014,1654,1602,52,3.1
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,5,0,0,2014,1634,1589,45,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,6,0,0,2014,1754,1705,49,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,7,0,0,2014,1691,1644,47,2.8
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,8,0,0,2014,1612,1569,43,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,9,0,0,2014,1570,1527,43,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,10,0,0,2014,1431,1382,49,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,11,0,0,2014,1430,1381,49,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2004,3,Monthly,12,0,0,2014,1384,1333,51,3.7
CO,Colorado,8,Sedgwick County,4,County,115,2005,1,Annual,0,0,0,2014,1617,1567,50,3.1
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,1,0,0,2014,1540,1487,53,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,2,0,0,2014,1492,1438,54,3.6
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,3,0,0,2014,1556,1502,54,3.5
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,4,0,0,2014,1578,1528,50,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,5,0,0,2014,1552,1506,46,3
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,6,0,0,2014,1739,1687,52,3
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,7,0,0,2014,1719,1672,47,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,8,0,0,2014,1705,1656,49,2.9
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,9,0,0,2014,1712,1665,47,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,10,0,0,2014,1648,1604,44,2.7
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,11,0,0,2014,1622,1574,48,3
CO,Colorado,8,Sedgwick County,4,County,115,2005,3,Monthly,12,0,0,2014,1535,1483,52,3.4
CO,Colorado,8,Sedgwick County,4,County,115,2006,1,Annual,0,0,0,2014,1628,1578,50,3.1
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,1,0,0,2014,1522,1461,61,4
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,2,0,0,2014,1526,1469,57,3.7
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,3,0,0,2014,1527,1473,54,3.5
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,4,0,0,2014,1614,1563,51,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,5,0,0,2014,1561,1509,52,3.3
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,6,0,0,2014,1804,1747,57,3.2
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,7,0,0,2014,1739,1686,53,3
CO,Colorado,8,Sedgwick County,4,County,115,2006,3,Monthly,8,0,0,2014,1742,1692,50,2.9
